model,kanal,id,url,topic_manual,topic2_manual,topic_ai,tone_manual,tone_ai,reason_ai,seconds
gemma4:31b,irna_1313,443117,https://t.me/irna_1313/443117,domestic_politics,diplomacy,ideology_propaganda,mobilizing,mobilizing,The main statement is a call for writers and speakers to support officials and maintain unity to achieve future victories.,17.2
gemma4:31b,irna_1313,386139,https://t.me/irna_1313/386139,economy,,economy,neutral,neutral,"The post focuses on the decrease in exchange rates for the US dollar, Euro, and UAE dirham in the currency market.",17.4
gemma4:31b,irna_1313,421393,https://t.me/irna_1313/421393,other,,other,neutral,neutral,"The post contains prayer times and a religious quote from Imam Javad, which falls under general culture/religion.",13.1
gemma4:31b,irna_1313,404884,https://t.me/irna_1313/404884,other,,other,neutral,neutral,"The post is about the rescue and release of a wild cat in a national park, which falls under nature/science.",14.6
gemma4:31b,irna_1313,428159,https://t.me/irna_1313/428159,military,,military,neutral,neutral,"The post reports on enemy missile strikes hitting four areas in Bushehr, which falls under military events involving Iran and the US/Israel.",16.3
gemma4:31b,irna_1313,406101,https://t.me/irna_1313/406101,other,,other,neutral,neutral,"The post is an informative article about the difference between sadness and depression, which falls under health/science.",14.7
gemma4:31b,irna_1313,439115,https://t.me/irna_1313/439115,domestic_politics,,domestic_politics,neutral,neutral,"The post discusses government-provided healthcare services, free treatments for children, and insurance coverage for low-income groups.",16.1
gemma4:31b,irna_1313,426137,https://t.me/irna_1313/426137,mourning_commemoration,ideology_propaganda,mourning_commemoration,neutral,neutral,The post focuses on memories and tributes to the late Supreme Leader Ali Khamenei during his funeral/commemoration ceremonies.,15.8
gemma4:31b,irna_1313,412493,https://t.me/irna_1313/412493,resistance_axis,,resistance_axis,neutral,neutral,The post reports on a statement by a Hamas official regarding the failure of global efforts to stop Israeli killings in Gaza.,15.4
gemma4:31b,irna_1313,418220,https://t.me/irna_1313/418220,economy,diplomacy,economy,neutral,neutral,The post focuses on the Central Bank governor's efforts to increase bilateral trade and economic cooperation between Iran and Russia.,15.2
gemma4:31b,irna_1313,403042,https://t.me/irna_1313/403042,domestic_politics,,domestic_politics,neutral,neutral,"The post describes a visit by the Minister of Culture to a survivor of the Shajareh Tayyebeh school attack, which is a non-military activity by a government official.",18.1
gemma4:31b,irna_1313,429114,https://t.me/irna_1313/429114,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the arrest of individuals by the prosecutor's office for publishing private images, which is a matter of internal security and law enforcement.",16.2
gemma4:31b,irna_1313,435287,https://t.me/irna_1313/435287,domestic_politics,,other,neutral,neutral,The post is a factual announcement about a special flight for the Arbaeen pilgrimage from Ramsar to Najaf.,13.4
gemma4:31b,irna_1313,419716,https://t.me/irna_1313/419716,foreign_affairs,,military,neutral,neutral,The post reports on the German Defense Minister's statement blaming Donald Trump for the closure of the Strait of Hormuz.,14.3
gemma4:31b,irna_1313,398807,https://t.me/irna_1313/398807,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post describes the 40th-day commemoration ceremony for the late Supreme Leader Ali Khamenei.,13.4
gemma4:31b,irna_1313,392722,https://t.me/irna_1313/392722,resistance_axis,,resistance_axis,neutral,neutral,The post reports on military clashes between Hezbollah (Lebanese resistance) and Israeli forces in the city of Khiam.,15.5
gemma4:31b,jamarannews,531595,https://t.me/jamarannews/531595,other,,other,neutral,neutral,The post is a factual report about a football match between Iran and Mali.,11.0
gemma4:31b,jamarannews,507221,https://t.me/jamarannews/507221,diplomacy,,diplomacy,neutral,neutral,"The post denies reports of a trip by the SNSC secretary to Oman, which concerns Iran's diplomatic relations/movements.",14.8
gemma4:31b,jamarannews,513999,https://t.me/jamarannews/513999,foreign_affairs,economy,economy,neutral,neutral,"The post reports on the US Congress's opposition to a budget request for the war against Iran, focusing on financial amounts and funding.",14.6
gemma4:31b,jamarannews,515975,https://t.me/jamarannews/515975,diplomacy,,diplomacy,neutral,threatening,"The post describes Iran's official diplomatic protest to the UN Security Council regarding the UAE's cooperation with attacks against Iran, and includes a warning about the right to self-defense.",18.1
gemma4:31b,jamarannews,511569,https://t.me/jamarannews/511569,military,,military,neutral,neutral,"The post describes the recovery of a child's body from rubble following US/Zionist missile strikes in Tehran, which falls under military events involving Iran.",15.9
gemma4:31b,jamarannews,522058,https://t.me/jamarannews/522058,foreign_affairs,,diplomacy,neutral,neutral,The post discusses a Foreign Policy article about the historical and current impact of Iran on US domestic politics and the Republican party.,22.9
gemma4:31b,jamarannews,523514,https://t.me/jamarannews/523514,economy,,economy,neutral,neutral,"The post discusses the impact of the Hormuz Strait closure on global oil trade, shipping traffic in the Panama Canal, and costs for tanker operators.",15.8
gemma4:31b,jamarannews,522334,https://t.me/jamarannews/522334,diplomacy,,diplomacy,neutral,neutral,The post reports on Donald Trump's claims regarding nuclear negotiations and a potential agreement with Iran.,14.0
gemma4:31b,jamarannews,538574,https://t.me/jamarannews/538574,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post discusses the logistics and timing of the funeral procession for the late Supreme Leader Ali Khamenei.,15.1
gemma4:31b,jamarannews,528098,https://t.me/jamarannews/528098,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on an Israeli airstrike in Gaza resulting in Palestinian casualties, which falls under the resistance_axis topic.",14.3
gemma4:31b,jamarannews,533201,https://t.me/jamarannews/533201,foreign_affairs,,diplomacy,neutral,neutral,The post reports on statements by the US Vice President regarding US-Israel relations and US interests concerning Iran.,14.3
gemma4:31b,jamarannews,532335,https://t.me/jamarannews/532335,military,,military,neutral,neutral,"The post reports on the movement of Israeli hospital activities underground due to the war, which falls under the 'military' topic as it relates to war events in Israel.",15.9
gemma4:31b,jamarannews,514081,https://t.me/jamarannews/514081,military,,military,accusatory,neutral,"The post is an official announcement from the Iranian Army regarding drone attacks on Israeli targets, which falls under military operations.",19.8
gemma4:31b,jamarannews,520315,https://t.me/jamarannews/520315,ideology_propaganda,domestic_politics,ideology_propaganda,neutral,neutral,The post describes a pro-government rally in Robat Karim to support fighters against the US and Israel.,14.2
gemma4:31b,jamarannews,528028,https://t.me/jamarannews/528028,military,,military,neutral,triumphant,The post discusses Iran's underground missile capabilities and their impact on US military strategies.,13.8
gemma4:31b,jamarannews,514167,https://t.me/jamarannews/514167,other,,other,neutral,neutral,The post is a factual announcement about the restoration of the Supreme Leader's official website.,12.5
gemma4:31b,jamarannews,545230,https://t.me/jamarannews/545230,mourning_commemoration,,mourning_commemoration,mournful,mournful,The post is a formal condolence message from the Minister of Culture to Ayatollah Hassan Khomeini regarding the death of a relative.,18.5
gemma4:31b,jamarannews,521052,https://t.me/jamarannews/521052,diplomacy,foreign_affairs,diplomacy,neutral,neutral,"The post reports on the US Secretary of State's decision to revoke the residency of the son of a former Iranian official, which concerns Iran's relations/disputes with a foreign state.",20.4
gemma4:31b,jamarannews,526132,https://t.me/jamarannews/526132,domestic_politics,,domestic_politics,threatening,neutral,The main statement is about the head of the judiciary discussing internal security (dealing with opportunists) and domestic economic pressures.,14.3
gemma4:31b,jamarannews,532737,https://t.me/jamarannews/532737,military,,military,neutral,neutral,"The post discusses the strategic military situation and the potential for Iranian missile attacks in response to strikes on Hezbollah, citing a New York Times report.",16.3
gemma4:31b,jamarannews,513889,https://t.me/jamarannews/513889,military,,military,neutral,neutral,"The post describes the impact of an Iranian missile strike on a refinery in Haifa and the subsequent Israeli military censorship, which falls under the 'military' topic as it concerns attacks and damage in Israel during the conflict.",20.5
gemma4:31b,jamarannews,528420,https://t.me/jamarannews/528420,other,,other,neutral,neutral,"The post is about a well-known artist being in the hospital and wishing him health, which falls under culture/media/health.",14.5
gemma4:31b,jamarannews,535244,https://t.me/jamarannews/535244,diplomacy,,diplomacy,mobilizing,mobilizing,The post focuses on President Pezeshkian's statements regarding negotiations and foreign policy positions.,14.9
gemma4:31b,jamarannews,521326,https://t.me/jamarannews/521326,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on the Israeli army's inability to occupy centers in Bint Jbeil, Lebanon, and the ongoing clashes with Hezbollah.",16.4
gemma4:31b,jamarannews,539037,https://t.me/jamarannews/539037,economy,,economy,neutral,neutral,The post provides factual information about the charging of electronic food-coupon subsidies (kalabarg) and the specific amount of the subsidy.,14.2
gemma4:31b,mehrnews,380498,https://t.me/mehrnews/380498,domestic_politics,,domestic_politics,neutral,neutral,The post is about the Tehran municipality's actions regarding the repair of infrastructure and compensation for war damages within the city.,17.4
gemma4:31b,mehrnews,373436,https://t.me/mehrnews/373436,other,,other,neutral,neutral,"The post describes a flower-laying ceremony at the tomb of the poet Saadi Shirazi to commemorate his anniversary, which is a cultural event.",14.8
gemma4:31b,mehrnews,394014,https://t.me/mehrnews/394014,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post describes the atmosphere in Qom ahead of the funeral procession for the late Supreme Leader (referred to as 'the martyr').,15.4
gemma4:31b,mehrnews,404417,https://t.me/mehrnews/404417,other,,other,neutral,neutral,"The post describes a crowd of pilgrims on Imam Reza Street, which is a cultural/religious activity.",12.1
gemma4:31b,mehrnews,357090,https://t.me/mehrnews/357090,diplomacy,military,military,threatening,threatening,"The main statement is a direct threat from the Parliament Speaker to Trump, stating that Iran will end the war started by the US.",30.9
gemma4:31b,mehrnews,354833,https://t.me/mehrnews/354833,military,domestic_politics,military,neutral,neutral,"The post reports on the number of medical centers and hospitals attacked, which falls under casualties and damage caused by attacks in the context of the war.",43650.7
gemma4:31b,mehrnews,375451,https://t.me/mehrnews/375451,other,,other,neutral,neutral,"The post describes a world champion athlete attending a celebratory program for the birth of Imam Reza, which falls under culture/sports/religious events.",15.8
gemma4:31b,mehrnews,378543,https://t.me/mehrnews/378543,mourning_commemoration,ideology_propaganda,mourning_commemoration,neutral,neutral,The post focuses on the story of a martyr's wish to be buried in the Iranian flag and the subsequent tradition of wrapping martyrs' coffins in the flag.,22.3
gemma4:31b,mehrnews,357920,https://t.me/mehrnews/357920,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on health services (births) provided by the Ministry of Health during the war, focusing on domestic public service delivery.",14.8
gemma4:31b,mehrnews,377170,https://t.me/mehrnews/377170,diplomacy,,diplomacy,neutral,neutral,The post reports on a diplomatic meeting between Iran's Foreign Minister and China's top diplomat.,13.1
gemma4:31b,mehrnews,383801,https://t.me/mehrnews/383801,other,,other,neutral,neutral,The post reports on a traffic accident involving two cars and the resulting injuries.,10.8
gemma4:31b,mehrnews,383949,https://t.me/mehrnews/383949,ideology_propaganda,,ideology_propaganda,neutral,neutral,"The post describes a 'Jan-fada' motorcycle parade, which is a pro-government campaign/event promoting the system's ideology.",15.4
gemma4:31b,mehrnews,379683,https://t.me/mehrnews/379683,other,,other,neutral,neutral,"The post is about a head coach of the national football team receiving a flag from a mosque, which falls under culture/sports/general interest.",14.8
gemma4:31b,mehrnews,403296,https://t.me/mehrnews/403296,domestic_politics,other,domestic_politics,neutral,neutral,The post reports on a local infrastructure accident (sinkhole) and the government's response to secure the area in Qom.,15.4
gemma4:31b,mehrnews,347818,https://t.me/mehrnews/347818,ideology_propaganda,,ideology_propaganda,neutral,neutral,"The post shares a religious/revolutionary song for the occasion of Mid-Sha'ban, promoting the ideology of the Islamic Republic.",15.1
gemma4:31b,mehrnews,396942,https://t.me/mehrnews/396942,military,,military,neutral,neutral,"The post reports on explosions and fires in Kuwait, which is a Gulf state involved in the war context described in the instructions.",13.6
gemma4:31b,mehrnews,352988,https://t.me/mehrnews/352988,military,,military,triumphant,triumphant,"The post describes the effect of Iranian missile attacks on an Israeli TV station, celebrating the panic of the reporter.",13.5
gemma4:31b,mehrnews,397436,https://t.me/mehrnews/397436,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a meeting between the foreign ministers of China and Pakistan, with no involvement of Iran or the resistance axis.",14.4
gemma4:31b,mehrnews,362508,https://t.me/mehrnews/362508,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on a missile attack by Hezbollah (a resistance axis group) against a target in Israel, and Iran is not the acting party.",15.8
gemma4:31b,mehrnews,351503,https://t.me/mehrnews/351503,resistance_axis,,resistance_axis,accusatory,accusatory,"The post focuses on statements by the leader of the Houthis (Ansar Allah) regarding the US and Israel, and Iran is not the acting party.",17.0
gemma4:31b,mehrnews,366305,https://t.me/mehrnews/366305,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports on the capture of individuals labeled as 'traitors to the homeland' by the IRGC intelligence in Hormozgan, which is an internal security matter.",17.2
gemma4:31b,mehrnews,363447,https://t.me/mehrnews/363447,military,,military,neutral,neutral,"The post reports on a missile/drone attack by the US and Israel on a residential building in Tehran, which falls under military events involving Iran.",15.1
gemma4:31b,mehrnews,375792,https://t.me/mehrnews/375792,ideology_propaganda,domestic_politics,domestic_politics,neutral,neutral,The post is about the head of the judiciary praising the people for participating in a public gathering/ceremony.,13.0
gemma4:31b,mehrnews,398473,https://t.me/mehrnews/398473,military,,military,neutral,neutral,"The post describes satellite imagery of strikes on a US airbase in Jordan, which is part of the war involving Iran.",13.3
gemma4:31b,mehrnews,393172,https://t.me/mehrnews/393172,ideology_propaganda,mourning_commemoration,mourning_commemoration,triumphant,triumphant,The post focuses on the funeral of the late Supreme Leader and the strength of the Iranian system as evidenced by the event.,16.7
qwen3.6:27b,Tasnimnews,424439,https://t.me/Tasnimnews/424439,diplomacy,,diplomacy,neutral,neutral,"The post reports on a diplomatic protocol dispute regarding a photo ceremony during US-Iran negotiations in Geneva, which falls under foreign relations and negotiations.",58.2
qwen3.6:27b,Tasnimnews,440045,https://t.me/Tasnimnews/440045,domestic_politics,,mourning_commemoration,neutral,mournful,"The post focuses on the psychological trauma of survivors and the lack of state support, expressing grief and sorrow regarding the aftermath of the school strike.",20.0
qwen3.6:27b,Tasnimnews,400268,https://t.me/Tasnimnews/400268,ideology_propaganda,domestic_politics,ideology_propaganda,threatening,mobilizing,"The post reports on a pro-government rally (nightly gathering) held in support of the armed forces, which constitutes a mobilizing tone due to the collective demonstration of support, and falls under ideology_propaganda as it promotes regime loyalty and revolutionary solidarity.",13.9
qwen3.6:27b,Tasnimnews,389772,https://t.me/Tasnimnews/389772,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post is a commemorative tribute featuring an image and description of a deceased military commander, focusing on remembrance rather than active military operations or ideology.",12.1
qwen3.6:27b,Tasnimnews,409301,https://t.me/Tasnimnews/409301,resistance_axis,,resistance_axis,neutral,neutral,"The post discusses Israeli military plans and operations in Lebanon, which falls under the resistance axis topic as it concerns Hezbollah/Lebanon and Iran is not the acting party.",11.5
qwen3.6:27b,Tasnimnews,387209,https://t.me/Tasnimnews/387209,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a diplomatic visit by the Chinese President to the US, which is an event between other countries with no direct involvement of Iran or the resistance axis.",11.1
qwen3.6:27b,Tasnimnews,385717,https://t.me/Tasnimnews/385717,domestic_politics,economy,domestic_politics,neutral,neutral,"The post discusses government decisions, bureaucratic delays, and administrative procedures regarding urea offset within the Ministry of Industry, Mine and Trade, which falls under domestic politics.",13.9
qwen3.6:27b,Tasnimnews,385217,https://t.me/Tasnimnews/385217,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports on a court hearing regarding the killing of a police officer during protests, using the state label 'rioters' to describe the perpetrators, which constitutes an accusatory tone towards political opponents/protesters without a final verdict.",15.8
qwen3.6:27b,Tasnimnews,411339,https://t.me/Tasnimnews/411339,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post commemorates the death anniversary of a specific individual (Shahid Shiroudi) with images and audio, focusing on remembrance rather than military operations or ideology.",12.3
qwen3.6:27b,Tasnimnews,439631,https://t.me/Tasnimnews/439631,diplomacy,domestic_politics,domestic_politics,neutral,neutral,"The post focuses on the President's defense of a diplomatic agreement against domestic criticism, which falls under internal government affairs and public discourse rather than international negotiations.",14.4
qwen3.6:27b,Tasnimnews,408140,https://t.me/Tasnimnews/408140,other,,other,neutral,neutral,"The post reports on a statement by the FIFA president regarding Iran's participation in the World Cup, which falls under sports.",10.1
qwen3.6:27b,Tasnimnews,415257,https://t.me/Tasnimnews/415257,diplomacy,,diplomacy,neutral,neutral,"The post reports on diplomatic meetings and consultations between Iranian and Kyrgyz security officials within the framework of the Shanghai Cooperation Organization, which falls under international relations and diplomacy.",11.2
qwen3.6:27b,Tasnimnews,436718,https://t.me/Tasnimnews/436718,domestic_politics,diplomacy,foreign_affairs,neutral,neutral,"The post reports on the President's statement regarding the intensity of external pressure and sanctions on Iran, which falls under foreign affairs as it concerns relations with foreign states and international organizations, and the tone is neutral as it is a factual report of a statement without explicit threats, accusations, or mobilizing calls.",15.1
qwen3.6:27b,Tasnimnews,424689,https://t.me/Tasnimnews/424689,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on an attack by Hezbollah, which falls under the resistance_axis topic as Iran is not the acting party.",10.2
qwen3.6:27b,Tasnimnews,391479,https://t.me/Tasnimnews/391479,foreign_affairs,,mourning_commemoration,neutral,mournful,"The post reports on the killing of mourners by Pakistani security forces, focusing on the death and mourning aspect rather than military operations or diplomatic disputes.",11.4
qwen3.6:27b,Tasnimnews,438176,https://t.me/Tasnimnews/438176,resistance_axis,,resistance_axis,mobilizing,neutral,"The post focuses on statements by Hezbollah's secretary-general regarding Lebanon's political stance and reliance on the resistance axis, which falls under the resistance_axis topic, and the tone is neutral as it reports on political analysis without explicit threats, accusations, or mobilizing calls directed at the reader.",16.7
qwen3.6:27b,Tasnimnews,441571,https://t.me/Tasnimnews/441571,foreign_affairs,resistance_axis,foreign_affairs,neutral,neutral,"The post reports on an Israeli official's actions and statements in Jerusalem, which is an event in another country not involving Iran directly and not part of the resistance axis.",11.8
qwen3.6:27b,Tasnimnews,386587,https://t.me/Tasnimnews/386587,ideology_propaganda,,ideology_propaganda,triumphant,neutral,"The post focuses on the Minister of Sport's statements regarding the ideological resilience of the Islamic Republic and the neutralization of enemy plots through sports, which aligns with promoting the regime's ideology and values.",12.2
qwen3.6:27b,Tasnimnews,387726,https://t.me/Tasnimnews/387726,ideology_propaganda,,military,accusatory,accusatory,"The post explicitly labels US and Israeli leaders as terrorists and issues a direct command to them to stay out of Iran, fitting the accusatory tone definition regarding explicit negative claims and blame.",11.8
qwen3.6:27b,Tasnimnews,415143,https://t.me/Tasnimnews/415143,military,,military,accusatory,accusatory,"The post reports on military cooperation between Gulf states and the US/Israel in the war involving Iran, which falls under the 'military' topic definition, and uses the accusatory term 'aggression' (tajavoz) to blame these actors.",13.8
qwen3.6:27b,Tasnimnews,396631,https://t.me/Tasnimnews/396631,military,,military,triumphant,triumphant,"The post reports on the interception of enemy drones by Iran's armed forces, which falls under military operations and readiness.",12.8
qwen3.6:27b,Tasnimnews,420787,https://t.me/Tasnimnews/420787,other,,other,neutral,neutral,"The post announces the cleaning of a religious shrine in preparation for the Muharram mourning period, which is a factual report without explicit grief language or political mobilization.",10.9
qwen3.6:27b,Tasnimnews,410500,https://t.me/Tasnimnews/410500,diplomacy,,diplomacy,neutral,neutral,"The post analyzes Donald Trump's negotiation tactics and behavior during ceasefire talks, focusing on diplomatic strategy rather than military action or internal Iranian politics.",14.3
qwen3.6:27b,Tasnimnews,387118,https://t.me/Tasnimnews/387118,military,,military,neutral,neutral,"The post reports on American analysts' assessment of Iran's missile capabilities as a deterrent, which falls under military readiness and operational statements regarding armed forces.",9.8
qwen3.6:27b,Tasnimnews,440199,https://t.me/Tasnimnews/440199,economy,diplomacy,economy,neutral,neutral,"The post focuses on the Central Bank Governor's response to economic sanctions and currency supply, which falls under economy, and the tone is neutral as it reports on the official's dismissal of threats without using explicit mobilizing, triumphant, or accusatory language beyond standard descriptive terms.",16.8
qwen3.6:27b,farsna,450860,https://t.me/farsna/450860,domestic_politics,,domestic_politics,neutral,neutral,"The post focuses on the internal political coordination and unity among Iran's executive, judicial, and legislative branches, which falls under domestic politics, and the tone is neutral as it reports on this unity without explicit threats, accusations, mobilization calls, or celebratory language.",13.8
qwen3.6:27b,farsna,426845,https://t.me/farsna/426845,diplomacy,foreign_affairs,military,neutral,threatening,"The post highlights a contradictory statement by Trump regarding the Strait of Hormuz, specifically quoting his threat that 'hell will break loose' if the strait is not opened, which constitutes an explicit harmful consequence.",13.1
qwen3.6:27b,farsna,443732,https://t.me/farsna/443732,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on casualties in Lebanon caused by Israeli strikes, which falls under the resistance_axis topic as it concerns events in Lebanon/Hezbollah where Iran is not the direct acting party, and the tone is neutral as it is a factual report without explicit grief language or accusations.",13.3
qwen3.6:27b,farsna,453577,https://t.me/farsna/453577,military,,military,neutral,neutral,"The post reports on military strikes destroying drone bases and fuel storage at a military airbase in Bahrain, which is classified as a military event involving Gulf states in the war.",11.4
qwen3.6:27b,farsna,418311,https://t.me/farsna/418311,military,,military,neutral,neutral,"The post reports on a missile strike on a military target in the UAE, which is classified as a military topic because Gulf states are considered directly involved in the war involving Iran, and the tone is neutral as it presents factual claims about the event without explicit evaluative or threatening language.",15.3
qwen3.6:27b,farsna,449806,https://t.me/farsna/449806,economy,foreign_affairs,economy,accusatory,accusatory,"The post focuses on the economic impact of the war on food prices and characterizes US actions as piracy, fitting the economy topic and accusatory tone.",12.1
qwen3.6:27b,farsna,408369,https://t.me/farsna/408369,domestic_politics,,domestic_politics,neutral,neutral,"The post discusses the judicial deadline for Babak Zanjani to repay a multi-billion dollar debt to the government, focusing on the legal process and the status of the debt repayment.",13.1
qwen3.6:27b,farsna,431084,https://t.me/farsna/431084,ideology_propaganda,,ideology_propaganda,triumphant,triumphant,"The post celebrates the victory of the Iranian people and references deceased leaders in a context of triumph, fitting the triumphant tone definition.",11.0
qwen3.6:27b,farsna,448815,https://t.me/farsna/448815,other,,other,neutral,neutral,"The post consists of poetic verses expressing longing and separation, which does not fit any specific political or military topic, and lacks any explicit tone indicators such as threats, accusations, or mobilization calls.",11.6
qwen3.6:27b,farsna,430121,https://t.me/farsna/430121,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a shooting incident in the USA involving civilians, with no involvement of Iran or the resistance axis, fitting the definition of foreign affairs.",13.4
qwen3.6:27b,farsna,421766,https://t.me/farsna/421766,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post reports on a funeral procession for two martyrs, which falls under mourning and commemoration, and the tone is neutral as it is a factual report without explicit grief language.",10.7
qwen3.6:27b,farsna,447376,https://t.me/farsna/447376,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post provides logistical information about the funeral procession route for the late Supreme Leader, which falls under mourning and commemoration.",10.6
qwen3.6:27b,farsna,443069,https://t.me/farsna/443069,foreign_affairs,,military,neutral,neutral,"The post reports on a statement by a US official regarding the origin of Israeli weapons and the nature of Israel's problems, which constitutes a military statement about armed forces and weapons in the context of the war involving Iran, the USA, and Israel.",14.3
qwen3.6:27b,farsna,440606,https://t.me/farsna/440606,military,,military,neutral,neutral,"The post reports on civil defense measures (shelters, avoiding gatherings) in Israel, which falls under war events in countries involved in the conflict with Iran, classified as military.",10.7
qwen3.6:27b,farsna,452509,https://t.me/farsna/452509,domestic_politics,,other,neutral,neutral,"The post reports on administrative changes to border gate directions for the Arbaeen pilgrimage, which is a logistical/traffic matter not covered by the specific political or military topics, thus falling under 'other'.",12.9
qwen3.6:27b,farsna,414654,https://t.me/farsna/414654,foreign_affairs,military,military,accusatory,neutral,"The post reports on the arrest of Mossad agents in Gulf states and analyzes their intent to bomb targets, which constitutes military activity within the war involving Iran, the USA, and Israel.",13.7
qwen3.6:27b,farsna,412101,https://t.me/farsna/412101,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports on the arrest of individuals labeled as monarchists and terrorists by state authorities, which falls under domestic politics and carries an accusatory tone due to the labeling of political opponents without a reported court verdict.",13.4
qwen3.6:27b,farsna,426266,https://t.me/farsna/426266,military,,military,neutral,neutral,"The post reports on a US military aircraft being shot down in the Middle East, which falls under war events involving the USA and Iran.",10.0
qwen3.6:27b,farsna,442395,https://t.me/farsna/442395,military,resistance_axis,military,threatening,neutral,"The post features a statement by an Iranian military commander (Qaani) regarding the strategic control of the Bab el-Mandeb strait and the potential activation of other military points, which falls under military readiness and operational statements.",12.5
qwen3.6:27b,farsna,454547,https://t.me/farsna/454547,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on Russian military strikes on Kyiv, which is a conflict unrelated to the Iran-US-Israel war defined in the military topic, thus falling under foreign affairs.",11.3
qwen3.6:27b,farsna,432280,https://t.me/farsna/432280,economy,,economy,neutral,neutral,"The post reports on financial losses in US pension funds and market declines caused by the war, focusing on monetary amounts and market developments.",12.3
qwen3.6:27b,farsna,416887,https://t.me/farsna/416887,military,diplomacy,military,accusatory,neutral,"The post reports on Trump's refusal to confirm an attack and his derogatory remarks, which constitutes factual reporting of a diplomatic/military denial without explicit Iranian condemnation or threat in the text itself.",13.4
qwen3.6:27b,farsna,428494,https://t.me/farsna/428494,military,foreign_affairs,foreign_affairs,accusatory,neutral,"The post features an American analyst criticizing US policy and predicting continued Iranian resistance, which constitutes a statement about foreign affairs involving a third party's perspective on the conflict, rather than a direct military action or Iranian state statement.",1778.3
qwen3.6:27b,farsna,458129,https://t.me/farsna/458129,economy,,economy,neutral,neutral,"The post reports on the decline of US strategic petroleum reserves and their role in controlling oil price shocks, focusing on market mechanisms and energy data.",13.8
qwen3.6:27b,farsna,424058,https://t.me/farsna/424058,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on a government decision by the Ministry of Sport to ban team travel for security reasons, which falls under domestic politics as it concerns internal state actions and regulations.",13.8
qwen3.6:27b,iribnews,356242,https://t.me/iribnews/356242,domestic_politics,economy,domestic_politics,neutral,neutral,"The post discusses the domestic industrial need for explosives in mines and the government's administrative measures to facilitate their import and clearance, which falls under internal state actions and public services.",14.5
qwen3.6:27b,iribnews,318585,https://t.me/iribnews/318585,military,,military,neutral,neutral,The post reports on military capabilities and troop/weapon deployment figures provided by US Central Command regarding the ongoing conflict.,22.3
qwen3.6:27b,iribnews,329247,https://t.me/iribnews/329247,military,,military,triumphant,neutral,"The post reports on US officials' claims of air superiority and Iran's subsequent military action (shooting down a fighter jet), which falls under military events involving Iran.",24.4
qwen3.6:27b,iribnews,339084,https://t.me/iribnews/339084,diplomacy,,diplomacy,neutral,neutral,"The post reports on the Foreign Minister's diplomatic stance regarding the management of the Strait of Hormuz and ongoing consultations with Oman, which falls under foreign relations and international negotiations.",24.9
qwen3.6:27b,iribnews,320271,https://t.me/iribnews/320271,domestic_politics,,domestic_politics,neutral,neutral,"The post provides health and safety instructions from the Red Crescent regarding toxic rain caused by fuel tank explosions, which falls under public services and disaster response.",25.9
qwen3.6:27b,iribnews,353675,https://t.me/iribnews/353675,economy,diplomacy,diplomacy,threatening,neutral,"The post reports on US President Trump's statement regarding oil revenues from Venezuela and his intention to apply a similar strategy to Iran, which constitutes a statement about foreign policy positions and international relations.",24.5
qwen3.6:27b,iribnews,313750,https://t.me/iribnews/313750,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the resumption of commercial flight schedules by Iran's national airline, which is a matter of public services and internal infrastructure management.",24.2
qwen3.6:27b,iribnews,350290,https://t.me/iribnews/350290,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post reports on the arrival of the late Supreme Leader's body in Karbala for burial, focusing on the funeral procession and interment.",23.9
qwen3.6:27b,iribnews,337487,https://t.me/iribnews/337487,economy,,economy,neutral,neutral,"The post discusses the economic impact of shipping disruptions, specifically focusing on trade routes, insurance costs, and port capacity challenges.",22.2
qwen3.6:27b,iribnews,329525,https://t.me/iribnews/329525,other,economy,other,neutral,neutral,"The post reports on tourism statistics in West Azerbaijan province, which falls under culture and general news rather than the specific political or military categories defined.",19.9
